,name,Orbit (AU),Value ($),Group,($),unit_value($),Metal Content,total_value_dol
3201,2018 RB1,1.119,0,APO,0.0,zero,E_No Metal identified,0.0
3202,2018 RA1,1.1420000000000001,0,APO,0.0,zero,E_No Metal identified,0.0
3203,2018 RZ,2.523,0,APO,0.0,zero,E_No Metal identified,0.0
3204,2018 RY,1.704,0,APO,0.0,zero,E_No Metal identified,0.0
3205,2018 RX,2.265,0,APO,0.0,zero,E_No Metal identified,0.0
3206,2018 RW,0.894,0,ATE,0.0,zero,E_No Metal identified,0.0
3207,2018 RV,2.676,0,MCA,0.0,zero,E_No Metal identified,0.0
3208,2018 RU,2.5069999999999997,0,MCA,0.0,zero,E_No Metal identified,0.0
3209,2018 RT,2.6,0,MBA,0.0,zero,E_No Metal identified,0.0
3210,2018 RS,1.962,0,APO,0.0,zero,E_No Metal identified,0.0
3211,2018 RR,1.101,0,APO,0.0,zero,E_No Metal identified,0.0
3212,2018 RQ,2.397,0,APO,0.0,zero,E_No Metal identified,0.0
3213,2018 RP,2.325,0,APO,0.0,zero,E_No Metal identified,0.0
3214,2018 RO,1.817,0,APO,0.0,zero,E_No Metal identified,0.0
3215,2018 RN,2.612,0,APO,0.0,zero,E_No Metal identified,0.0
3216,2018 RM,2.8169999999999997,0,APO,0.0,zero,E_No Metal identified,0.0
3217,2018 RL,1.859,0,AMO,0.0,zero,E_No Metal identified,0.0
3218,2018 RK,2.5869999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
3219,2018 RJ,1.993,0,MCA,0.0,zero,E_No Metal identified,0.0
3220,2018 RH,3.1639999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
3221,2018 RG,2.206,0,MCA,0.0,zero,E_No Metal identified,0.0
3222,2018 RF,2.244,0,APO,0.0,zero,E_No Metal identified,0.0
3223,2018 RE,2.228,0,APO,0.0,zero,E_No Metal identified,0.0
3224,2018 RC,0.882,0,ATE,0.0,zero,E_No Metal identified,0.0
3225,2018 RB,1.949,0,APO (PHA),0.0,zero,E_No Metal identified,0.0
3226,2018 RA,1.883,0,APO,0.0,zero,E_No Metal identified,0.0
3227,2018 QZ6,2.645,0,MBA,0.0,zero,E_No Metal identified,0.0
3228,2018 QW6,3.145,0,MBA,0.0,zero,E_No Metal identified,0.0
3229,2018 QV6,2.98,0,MBA,0.0,zero,E_No Metal identified,0.0
3230,2018 QU6,2.734,0,MBA,0.0,zero,E_No Metal identified,0.0
3231,2018 QT6,3.0580000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
3232,2018 QQ6,2.589,0,MBA,0.0,zero,E_No Metal identified,0.0
3233,2018 QP6,2.681,0,MBA,0.0,zero,E_No Metal identified,0.0
3234,2018 QN6,2.329,0,MBA,0.0,zero,E_No Metal identified,0.0
3235,2018 QM6,3.1039999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
3236,2018 QL6,3.05,0,MBA,0.0,zero,E_No Metal identified,0.0
3237,2018 QK6,2.546,0,MBA,0.0,zero,E_No Metal identified,0.0
3238,2018 QJ6,2.294,0,MBA,0.0,zero,E_No Metal identified,0.0
3239,2018 QH6,2.369,0,MBA,0.0,zero,E_No Metal identified,0.0
3240,2018 QG6,2.2840000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
3241,2018 QF6,2.291,0,MBA,0.0,zero,E_No Metal identified,0.0
3242,2018 QD6,2.195,0,MBA,0.0,zero,E_No Metal identified,0.0
3243,2018 QC6,3.0669999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
3244,2018 QA6,3.0860000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
3245,2018 QZ5,2.256,0,MBA,0.0,zero,E_No Metal identified,0.0
3246,2018 QY5,2.274,0,MBA,0.0,zero,E_No Metal identified,0.0
3247,2018 QX5,2.7,0,MBA,0.0,zero,E_No Metal identified,0.0
3248,2018 QW5,2.1830000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
3249,2018 QV5,3.2039999999999997,0,OMB,0.0,zero,E_No Metal identified,0.0
3250,2018 QU5,3.227,0,OMB,0.0,zero,E_No Metal identified,0.0
3251,2018 QT5,2.761,0,MBA,0.0,zero,E_No Metal identified,0.0
3252,2018 QR5,2.864,0,MBA,0.0,zero,E_No Metal identified,0.0
3253,2018 QP5,3.0610000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
3254,2018 QO5,2.665,0,MBA,0.0,zero,E_No Metal identified,0.0
3255,2018 QN5,3.1660000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
3256,2018 QM5,3.042,0,MBA,0.0,zero,E_No Metal identified,0.0
3257,2018 QL5,2.7,0,MBA,0.0,zero,E_No Metal identified,0.0
3258,2018 QG5,2.753,0,MBA,0.0,zero,E_No Metal identified,0.0
3259,2018 QF5,2.7739999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
3260,2018 QE5,2.269,0,MBA,0.0,zero,E_No Metal identified,0.0
3261,2018 QD5,2.5869999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
3262,2018 QC5,2.765,0,MBA,0.0,zero,E_No Metal identified,0.0
3263,2018 QB5,3.154,0,MBA,0.0,zero,E_No Metal identified,0.0
3264,2018 QZ4,3.234,0,OMB,0.0,zero,E_No Metal identified,0.0
3265,2018 QW4,2.405,0,MBA,0.0,zero,E_No Metal identified,0.0
3266,2018 QV4,2.77,0,MBA,0.0,zero,E_No Metal identified,0.0
3267,2018 QU4,2.6189999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
3268,2018 QT4,2.6289999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
3269,2018 QS4,2.998,0,MBA,0.0,zero,E_No Metal identified,0.0
3270,2018 QO4,2.377,0,MBA,0.0,zero,E_No Metal identified,0.0
3271,2018 QN4,2.485,0,MBA,0.0,zero,E_No Metal identified,0.0
3272,2018 QL4,3.177,0,MBA,0.0,zero,E_No Metal identified,0.0
3273,2018 QF4,2.7319999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
3274,2018 QD4,2.248,0,MBA,0.0,zero,E_No Metal identified,0.0
3275,2018 QC4,1.9809999999999999,0,IMB,0.0,zero,E_No Metal identified,0.0
3276,2018 QB4,2.392,0,MBA,0.0,zero,E_No Metal identified,0.0
3277,2018 QA4,2.911,0,MBA,0.0,zero,E_No Metal identified,0.0
3278,2018 QZ3,5.119,0,TJN,0.0,zero,E_No Metal identified,0.0
3279,2018 QV3,2.426,0,MBA,0.0,zero,E_No Metal identified,0.0
3280,2018 QU3,3.2319999999999998,0,OMB,0.0,zero,E_No Metal identified,0.0
3281,2018 QT3,2.784,0,MBA,0.0,zero,E_No Metal identified,0.0
3282,2018 QR3,2.5989999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
3283,2018 QQ3,2.6489999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
3284,2018 QP3,2.93,0,MBA,0.0,zero,E_No Metal identified,0.0
3285,2018 QO3,2.573,0,MBA,0.0,zero,E_No Metal identified,0.0
3286,2018 QN3,2.1719999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
3287,2018 QM3,2.7260000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
3288,2018 QL3,2.992,0,MBA,0.0,zero,E_No Metal identified,0.0
3289,2018 QK3,3.103,0,MBA,0.0,zero,E_No Metal identified,0.0
3290,2018 QJ3,2.5860000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
3291,2018 QH3,2.687,0,MBA,0.0,zero,E_No Metal identified,0.0
3292,2018 QG3,3.159,0,MBA,0.0,zero,E_No Metal identified,0.0
3293,2018 QF3,2.7460000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
3294,2018 QE3,2.7969999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
3295,2018 QC3,2.763,0,MBA,0.0,zero,E_No Metal identified,0.0
3296,2018 QB3,2.648,0,MBA,0.0,zero,E_No Metal identified,0.0
3297,2018 QZ2,3.082,0,MBA,0.0,zero,E_No Metal identified,0.0
3298,2018 QY2,2.6510000000000002,0,MBA,0.0,zero,E_No Metal identified,0.0
3299,2018 QX2,2.925,0,MBA,0.0,zero,E_No Metal identified,0.0
3300,2018 QW2,3.2460000000000004,0,OMB,0.0,zero,E_No Metal identified,0.0
3301,2018 QU2,3.0989999999999998,0,MBA,0.0,zero,E_No Metal identified,0.0
3302,2018 QS2,2.5380000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
3303,2018 QR2,2.331,0,MCA,0.0,zero,E_No Metal identified,0.0
3304,2018 QQ2,2.735,0,MBA,0.0,zero,E_No Metal identified,0.0
3305,2018 QP2,2.784,0,MBA,0.0,zero,E_No Metal identified,0.0
3306,2018 QN2,2.847,0,MBA,0.0,zero,E_No Metal identified,0.0
3307,2018 QL2,4.027,0,OMB,0.0,zero,E_No Metal identified,0.0
3308,2018 QK2,3.037,0,MBA,0.0,zero,E_No Metal identified,0.0
3309,2018 QF2,3.096,0,MBA,0.0,zero,E_No Metal identified,0.0
3310,2018 QD2,3.182,0,MBA,0.0,zero,E_No Metal identified,0.0
3311,2018 QC2,3.16,0,MBA,0.0,zero,E_No Metal identified,0.0
3312,2018 QB2,2.888,0,MBA,0.0,zero,E_No Metal identified,0.0
3313,2018 QA2,2.772,0,MBA,0.0,zero,E_No Metal identified,0.0
3314,2018 QY1,2.668,0,MBA,0.0,zero,E_No Metal identified,0.0
3315,2018 QX1,2.593,0,MBA,0.0,zero,E_No Metal identified,0.0
3316,2018 QW1,1.034,0,APO,0.0,zero,E_No Metal identified,0.0
3317,2018 QV1,2.2840000000000003,0,AMO,0.0,zero,E_No Metal identified,0.0
3318,2018 QU1,1.881,0,APO,0.0,zero,E_No Metal identified,0.0
3319,2018 QT1,0.659,0,ATE,0.0,zero,E_No Metal identified,0.0
3320,2018 QS1,0.98,0,ATE,0.0,zero,E_No Metal identified,0.0
3321,2018 QR1,1.432,0,APO,0.0,zero,E_No Metal identified,0.0
3322,2018 QQ1,1.9,0,AMO,0.0,zero,E_No Metal identified,0.0
3323,2018 QP1,1.692,0,APO,0.0,zero,E_No Metal identified,0.0
3324,2018 QO1,1.475,0,AMO,0.0,zero,E_No Metal identified,0.0
3325,2018 QN1,2.282,0,APO (PHA),0.0,zero,E_No Metal identified,0.0
3326,2018 QM1,2.265,0,MCA,0.0,zero,E_No Metal identified,0.0
3327,2018 QL1,2.322,0,MCA,0.0,zero,E_No Metal identified,0.0
3328,2018 QK1,2.883,0,MCA,0.0,zero,E_No Metal identified,0.0
3329,2018 QJ1,2.158,0,APO,0.0,zero,E_No Metal identified,0.0
3330,2018 QH1,1.347,0,APO,0.0,zero,E_No Metal identified,0.0
3331,2018 QG1,3.167,0,MCA,0.0,zero,E_No Metal identified,0.0
3332,2018 QF1,1.275,0,APO,0.0,zero,E_No Metal identified,0.0
3333,2018 QE1,2.74,0,MCA,0.0,zero,E_No Metal identified,0.0
3334,2018 QD1,1.768,0,MCA,0.0,zero,E_No Metal identified,0.0
3335,2018 QC1,3.1310000000000002,0,MCA,0.0,zero,E_No Metal identified,0.0
3336,2018 QB1,2.195,0,MCA,0.0,zero,E_No Metal identified,0.0
3337,2018 QA1,2.053,0,AMO,0.0,zero,E_No Metal identified,0.0
3338,2018 QZ,2.1590000000000003,0,APO,0.0,zero,E_No Metal identified,0.0
3339,2018 QY,1.413,0,APO,0.0,zero,E_No Metal identified,0.0
3340,2018 QX,1.4769999999999999,0,AMO,0.0,zero,E_No Metal identified,0.0
3341,2018 QW,1.345,0,AMO,0.0,zero,E_No Metal identified,0.0
3342,2018 QV,3.34,0,OMB,0.0,zero,E_No Metal identified,0.0
3343,2018 QU,1.827,0,AMO,0.0,zero,E_No Metal identified,0.0
3344,2018 QT,2.275,0,APO (PHA),0.0,zero,E_No Metal identified,0.0
3345,2018 QS,1.817,0,APO,0.0,zero,E_No Metal identified,0.0
3346,2018 QR,2.0909999999999997,0,AMO,0.0,zero,E_No Metal identified,0.0
3347,2018 QQ,1.308,0,AMO,0.0,zero,E_No Metal identified,0.0
3348,2018 QP,2.4530000000000003,0,AMO,0.0,zero,E_No Metal identified,0.0
3349,2018 QO,1.489,0,AMO,0.0,zero,E_No Metal identified,0.0
3350,2018 QN,2.392,0,MCA,0.0,zero,E_No Metal identified,0.0
3351,2018 QM,1.8459999999999999,0,IMB,0.0,zero,E_No Metal identified,0.0
3352,2018 QL,2.273,0,MCA,0.0,zero,E_No Metal identified,0.0
3353,2018 QK,1.703,0,MCA,0.0,zero,E_No Metal identified,0.0
3354,2018 QJ,1.889,0,IMB,0.0,zero,E_No Metal identified,0.0
3355,2018 QH,1.821,0,IMB,0.0,zero,E_No Metal identified,0.0
3356,2018 QG,1.879,0,IMB,0.0,zero,E_No Metal identified,0.0
3357,2018 QF,1.915,0,IMB,0.0,zero,E_No Metal identified,0.0
3358,2018 QE,1.3130000000000002,0,APO,0.0,zero,E_No Metal identified,0.0
3359,2018 QD,1.8719999999999999,0,IMB,0.0,zero,E_No Metal identified,0.0
3360,2018 QC,1.849,0,IMB,0.0,zero,E_No Metal identified,0.0
3361,2018 QB,2.5610000000000004,0,MCA,0.0,zero,E_No Metal identified,0.0
3362,2018 QA,1.9880000000000002,0,APO,0.0,zero,E_No Metal identified,0.0
3363,2018 PL28,19.57,0,CEN,0.0,zero,E_No Metal identified,0.0
3364,2018 PK28,2.855,0,MBA,0.0,zero,E_No Metal identified,0.0
3365,2018 PJ28,3.12,0,MBA,0.0,zero,E_No Metal identified,0.0
3366,2018 PH28,2.5180000000000002,0,MBA,0.0,zero,E_No Metal identified,0.0
3367,2018 PG28,2.408,0,MBA,0.0,zero,E_No Metal identified,0.0
3368,2018 PD28,2.417,0,MBA,0.0,zero,E_No Metal identified,0.0
3369,2018 PC28,2.589,0,MBA,0.0,zero,E_No Metal identified,0.0
3370,2018 PB28,2.262,0,MBA,0.0,zero,E_No Metal identified,0.0
3371,2018 PY27,2.597,0,MBA,0.0,zero,E_No Metal identified,0.0
3372,2018 PX27,2.637,0,MBA,0.0,zero,E_No Metal identified,0.0
3373,2018 PV27,2.625,0,MBA,0.0,zero,E_No Metal identified,0.0
3374,2018 PU27,2.665,0,MBA,0.0,zero,E_No Metal identified,0.0
3375,2018 PT27,3.214,0,OMB,0.0,zero,E_No Metal identified,0.0
3376,2018 PS27,2.9360000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
3377,2018 PR27,3.1430000000000002,0,MBA,0.0,zero,E_No Metal identified,0.0
3378,2018 PO27,1.9040000000000001,0,IMB,0.0,zero,E_No Metal identified,0.0
3379,2018 PN27,2.2119999999999997,0,MBA,0.0,zero,E_No Metal identified,0.0
3380,2018 PA27,3.09,0,MBA,0.0,zero,E_No Metal identified,0.0
3381,2018 PY26,2.39,0,MBA,0.0,zero,E_No Metal identified,0.0
3382,2018 PW26,2.5580000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
3383,2018 PV26,3.193,0,MBA,0.0,zero,E_No Metal identified,0.0
3384,2018 PU26,3.068,0,MBA,0.0,zero,E_No Metal identified,0.0
3385,2018 PS26,2.526,0,MBA,0.0,zero,E_No Metal identified,0.0
3386,2018 PQ26,2.262,0,MBA,0.0,zero,E_No Metal identified,0.0
3387,2018 PN26,2.627,0,MBA,0.0,zero,E_No Metal identified,0.0
3388,2018 PM26,3.194,0,MBA,0.0,zero,E_No Metal identified,0.0
3389,2018 PL26,3.0010000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
3390,2018 PJ26,3.205,0,OMB,0.0,zero,E_No Metal identified,0.0
3391,2018 PH26,3.178,0,MBA,0.0,zero,E_No Metal identified,0.0
3392,2018 PG26,3.1289999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
3393,2018 PE26,2.978,0,MBA,0.0,zero,E_No Metal identified,0.0
3394,2018 PZ25,2.9960000000000004,0,MBA,0.0,zero,E_No Metal identified,0.0
3395,2018 PV25,3.072,0,MBA,0.0,zero,E_No Metal identified,0.0
3396,2018 PU25,3.897,0,OMB,0.0,zero,E_No Metal identified,0.0
3397,2018 PT25,3.1489999999999996,0,MBA,0.0,zero,E_No Metal identified,0.0
3398,2018 PP25,3.155,0,MBA,0.0,zero,E_No Metal identified,0.0
3399,2018 PE25,2.381,0,MBA,0.0,zero,E_No Metal identified,0.0
3400,2018 PB25,3.2560000000000002,0,OMB,0.0,zero,E_No Metal identified,0.0
3401,2018 PA25,1.355,0,APO,0.0,zero,E_No Metal identified,0.0
3402,2018 PZ24,2.468,0,MCA,0.0,zero,E_No Metal identified,0.0
3403,2018 PY24,2.129,0,MBA,0.0,zero,E_No Metal identified,0.0
3404,2018 PX24,1.8459999999999999,0,APO,0.0,zero,E_No Metal identified,0.0
3405,2018 PV24,1.067,0,APO,0.0,zero,E_No Metal identified,0.0
3406,2018 PU24,1.766,0,APO (PHA),0.0,zero,E_No Metal identified,0.0
3407,2018 PT24,2.195,0,MCA,0.0,zero,E_No Metal identified,0.0
3408,2018 PS24,2.3680000000000003,0,AMO,0.0,zero,E_No Metal identified,0.0
3409,2018 PR24,2.011,0,APO,0.0,zero,E_No Metal identified,0.0
3410,2018 PQ24,2.122,0,AMO,0.0,zero,E_No Metal identified,0.0
3411,2018 PP24,2.865,0,MCA,0.0,zero,E_No Metal identified,0.0
3412,2018 PO24,2.199,0,MCA,0.0,zero,E_No Metal identified,0.0
3413,2018 PN24,2.167,0,MCA,0.0,zero,E_No Metal identified,0.0
3414,2018 PM24,2.639,0,MCA,0.0,zero,E_No Metal identified,0.0
3415,2018 PL24,2.387,0,MCA,0.0,zero,E_No Metal identified,0.0
3416,2018 PK24,1.942,0,APO (PHA),0.0,zero,E_No Metal identified,0.0
3417,2018 PJ24,2.285,0,MCA,0.0,zero,E_No Metal identified,0.0
3418,2018 PH24,2.362,0,MCA,0.0,zero,E_No Metal identified,0.0
3419,2018 PG24,2.82,0,MCA,0.0,zero,E_No Metal identified,0.0
3420,2018 PF24,1.505,0,MCA,0.0,zero,E_No Metal identified,0.0
3421,2018 PE24,2.793,0,MCA,0.0,zero,E_No Metal identified,0.0
3422,2018 PD24,1.849,0,MCA,0.0,zero,E_No Metal identified,0.0
3423,2018 PC24,3.35,0,OMB,0.0,zero,E_No Metal identified,0.0
3424,2018 PB24,2.565,0,MCA,0.0,zero,E_No Metal identified,0.0
3425,2018 PA24,2.082,0,MCA,0.0,zero,E_No Metal identified,0.0
3426,2018 PZ23,1.554,0,APO,0.0,zero,E_No Metal identified,0.0
3427,2018 PY23,2.06,0,APO,0.0,zero,E_No Metal identified,0.0
3428,2018 PX23,2.219,0,APO,0.0,zero,E_No Metal identified,0.0
3429,2018 PW23,2.331,0,AMO,0.0,zero,E_No Metal identified,0.0
3430,2018 PV23,2.4090000000000003,0,AMO,0.0,zero,E_No Metal identified,0.0
3431,2018 PU23,0.9640000000000001,0,ATE,0.0,zero,E_No Metal identified,0.0
3432,2018 PT23,2.352,0,APO,0.0,zero,E_No Metal identified,0.0
3433,2018 PS23,2.658,0,AMO,0.0,zero,E_No Metal identified,0.0
3434,2018 PR23,1.224,0,APO,0.0,zero,E_No Metal identified,0.0
3435,2018 PQ23,2.165,0,APO (PHA),0.0,zero,E_No Metal identified,0.0
3436,2018 PP23,1.63,0,AMO,0.0,zero,E_No Metal identified,0.0
3437,2018 PO23,2.217,0,MCA,0.0,zero,E_No Metal identified,0.0
3438,2018 PN23,2.084,0,AMO,0.0,zero,E_No Metal identified,0.0
3439,2018 PM23,1.4669999999999999,0,AMO,0.0,zero,E_No Metal identified,0.0
3440,2018 PL23,1.567,0,APO (PHA),0.0,zero,E_No Metal identified,0.0
3441,2018 PK23,2.764,0,MCA,0.0,zero,E_No Metal identified,0.0
3442,2018 PJ23,1.913,0,IMB,0.0,zero,E_No Metal identified,0.0
3443,2018 PH23,3.073,0,MCA,0.0,zero,E_No Metal identified,0.0
3444,2018 PG23,1.87,0,IMB,0.0,zero,E_No Metal identified,0.0
3445,2018 PF23,3.105,0,MBA,0.0,zero,E_No Metal identified,0.0
3446,2018 PE23,2.7110000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
3447,2018 PD23,2.238,0,MCA,0.0,zero,E_No Metal identified,0.0
3448,2018 PB23,1.8659999999999999,0,MCA,0.0,zero,E_No Metal identified,0.0
3449,2018 PA23,2.171,0,MCA,0.0,zero,E_No Metal identified,0.0
3450,2018 PZ22,1.577,0,MCA,0.0,zero,E_No Metal identified,0.0
3451,2018 PY22,2.079,0,MCA,0.0,zero,E_No Metal identified,0.0
3452,2018 PX22,1.9180000000000001,0,MCA,0.0,zero,E_No Metal identified,0.0
3453,2018 PW22,2.589,0,MBA,0.0,zero,E_No Metal identified,0.0
3454,2018 PV22,1.8769999999999998,0,IMB,0.0,zero,E_No Metal identified,0.0
3455,2018 PU22,1.844,0,IMB,0.0,zero,E_No Metal identified,0.0
3456,2018 PT22,1.8019999999999998,0,MCA,0.0,zero,E_No Metal identified,0.0
3457,2018 PS22,1.98,0,IMB,0.0,zero,E_No Metal identified,0.0
3458,2018 PR22,1.954,0,IMB,0.0,zero,E_No Metal identified,0.0
3459,2018 PQ22,1.9709999999999999,0,IMB,0.0,zero,E_No Metal identified,0.0
3460,2018 PP22,1.743,0,MCA,0.0,zero,E_No Metal identified,0.0
3461,2018 PO22,1.796,0,APO,0.0,zero,E_No Metal identified,0.0
3462,2018 PN22,0.997,0,ATE,0.0,zero,E_No Metal identified,0.0
3463,2018 PM22,2.5780000000000003,0,AMO,0.0,zero,E_No Metal identified,0.0
3464,2018 PL22,2.154,0,AMO,0.0,zero,E_No Metal identified,0.0
3465,2018 PK22,2.2569999999999997,0,AMO,0.0,zero,E_No Metal identified,0.0
3466,2018 PJ22,2.6830000000000003,0,AMO,0.0,zero,E_No Metal identified,0.0
3467,2018 PH22,1.651,0,APO,0.0,zero,E_No Metal identified,0.0
3468,2018 PG22,1.291,0,APO,0.0,zero,E_No Metal identified,0.0
3469,2018 PF22,2.367,0,APO,0.0,zero,E_No Metal identified,0.0
3470,2018 PE22,2.818,0,AMO,0.0,zero,E_No Metal identified,0.0
3471,2018 PD22,0.794,0,ATE,0.0,zero,E_No Metal identified,0.0
3472,2018 PC22,2.136,0,AMO,0.0,zero,E_No Metal identified,0.0
3473,2018 PB22,1.44,0,APO,0.0,zero,E_No Metal identified,0.0
3474,2018 PA22,2.0140000000000002,0,AMO,0.0,zero,E_No Metal identified,0.0
3475,2018 PZ21,0.857,0,ATE,0.0,zero,E_No Metal identified,0.0
3476,2018 PY21,2.197,0,AMO,0.0,zero,E_No Metal identified,0.0
3477,2018 PX21,1.347,0,AMO,0.0,zero,E_No Metal identified,0.0
3478,2018 PW21,2.135,0,AMO,0.0,zero,E_No Metal identified,0.0
3479,2018 PV21,2.001,0,AMO,0.0,zero,E_No Metal identified,0.0
3480,2018 PU21,1.3130000000000002,0,AMO,0.0,zero,E_No Metal identified,0.0
3481,2018 PT21,2.735,0,AMO,0.0,zero,E_No Metal identified,0.0
3482,2018 PS21,1.819,0,MCA,0.0,zero,E_No Metal identified,0.0
3483,2018 PR21,1.99,0,IMB,0.0,zero,E_No Metal identified,0.0
3484,2018 PQ21,1.913,0,IMB,0.0,zero,E_No Metal identified,0.0
3485,2018 PP21,2.1,0,MCA,0.0,zero,E_No Metal identified,0.0
3486,2018 PO21,1.835,0,MCA,0.0,zero,E_No Metal identified,0.0
3487,2018 PN21,1.774,0,AMO,0.0,zero,E_No Metal identified,0.0
3488,2018 PM21,1.3159999999999998,0,AMO,0.0,zero,E_No Metal identified,0.0
3489,2018 PL21,1.734,0,APO,0.0,zero,E_No Metal identified,0.0
3490,2018 PK21,0.988,0,ATE,0.0,zero,E_No Metal identified,0.0
3491,2018 PJ21,2.211,0,AMO,0.0,zero,E_No Metal identified,0.0
3492,2018 PH21,1.906,0,APO,0.0,zero,E_No Metal identified,0.0
3493,2018 PG21,2.532,0,APO,0.0,zero,E_No Metal identified,0.0
3494,2018 PF21,1.996,0,AMO,0.0,zero,E_No Metal identified,0.0
3495,2018 PE21,1.891,0,AMO,0.0,zero,E_No Metal identified,0.0
3496,2018 PD21,1.86,0,MCA,0.0,zero,E_No Metal identified,0.0
3497,2018 PC21,1.883,0,MCA,0.0,zero,E_No Metal identified,0.0
3498,2018 PB21,2.149,0,MCA,0.0,zero,E_No Metal identified,0.0
3499,2018 PA21,2.276,0,MCA,0.0,zero,E_No Metal identified,0.0
3500,2018 PZ20,2.185,0,MCA,0.0,zero,E_No Metal identified,0.0
3501,2018 PY20,1.9280000000000002,0,MCA,0.0,zero,E_No Metal identified,0.0
3502,2018 PX20,2.54,0,MCA,0.0,zero,E_No Metal identified,0.0
3503,2018 PW20,1.385,0,MCA,0.0,zero,E_No Metal identified,0.0
3504,2018 PV20,1.8769999999999998,0,MCA,0.0,zero,E_No Metal identified,0.0
3505,2018 PU20,2.543,0,MCA,0.0,zero,E_No Metal identified,0.0
3506,2018 PT20,2.316,0,AMO,0.0,zero,E_No Metal identified,0.0
3507,2018 PS20,2.801,0,MCA,0.0,zero,E_No Metal identified,0.0
3508,2018 PR20,2.45,0,MCA,0.0,zero,E_No Metal identified,0.0
3509,2018 PQ20,1.903,0,MCA,0.0,zero,E_No Metal identified,0.0
3510,2018 PP20,2.845,0,MCA,0.0,zero,E_No Metal identified,0.0
3511,2018 PO20,1.32,0,APO,0.0,zero,E_No Metal identified,0.0
3512,2018 PN20,1.689,0,AMO,0.0,zero,E_No Metal identified,0.0
3513,2018 PM20,1.9980000000000002,0,APO,0.0,zero,E_No Metal identified,0.0
3514,2018 PL20,1.4180000000000001,0,AMO,0.0,zero,E_No Metal identified,0.0
3515,2018 PK20,0.8909999999999999,0,ATE,0.0,zero,E_No Metal identified,0.0
3516,2018 PJ20,2.291,0,APO,0.0,zero,E_No Metal identified,0.0
3517,2018 PH20,2.613,0,MBA,0.0,zero,E_No Metal identified,0.0
3518,2018 PG20,2.613,0,MBA,0.0,zero,E_No Metal identified,0.0
3519,2018 PF20,3.048,0,MCA,0.0,zero,E_No Metal identified,0.0
3520,2018 PE20,2.126,0,MCA,0.0,zero,E_No Metal identified,0.0
3521,2018 PD20,1.069,0,APO,0.0,zero,E_No Metal identified,0.0
3522,2018 PC20,1.709,0,AMO,0.0,zero,E_No Metal identified,0.0
3523,2018 PB20,2.9210000000000003,0,AMO,0.0,zero,E_No Metal identified,0.0
3524,2018 PA20,1.6580000000000001,0,AMO,0.0,zero,E_No Metal identified,0.0
3525,2018 PZ19,2.124,0,APO,0.0,zero,E_No Metal identified,0.0
3526,2018 PY19,2.96,0,MCA,0.0,zero,E_No Metal identified,0.0
3527,2018 PX19,1.994,0,AMO,0.0,zero,E_No Metal identified,0.0
3528,2018 PW19,2.872,0,MCA,0.0,zero,E_No Metal identified,0.0
3529,2018 PV19,2.29,0,MCA,0.0,zero,E_No Metal identified,0.0
3530,2018 PU19,2.27,0,MCA,0.0,zero,E_No Metal identified,0.0
3531,2018 PS19,2.272,0,MBA,0.0,zero,E_No Metal identified,0.0
3532,2018 PE19,2.1630000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
3533,2018 PJ18,2.64,0,MBA,0.0,zero,E_No Metal identified,0.0
3534,2018 PH18,2.207,0,MBA,0.0,zero,E_No Metal identified,0.0
3535,2018 PG18,3.117,0,MBA,0.0,zero,E_No Metal identified,0.0
3536,2018 PF18,1.851,0,MCA,0.0,zero,E_No Metal identified,0.0
3537,2018 PC18,2.234,0,MCA,0.0,zero,E_No Metal identified,0.0
3538,2018 PO17,2.22,0,MCA,0.0,zero,E_No Metal identified,0.0
3539,2018 PM17,2.3480000000000003,0,MBA,0.0,zero,E_No Metal identified,0.0
