des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h,fullname
2008 PR9,14,2445229.404520267,1982-Sep-16 21:43,0.0506307802120082,0.0506300577622981,0.0506315026625387,8.06482477062553,8.06412361324396,00:01,22.3,       (2008 PR9)
2010 FV9,19,2445231.720085995,1982-Sep-19 05:17,0.0320116025529655,0.0319535938562346,0.0320696271027073,4.83354172829223,4.83169111172654,02:35,25.4,       (2010 FV9)
444935,26,2445242.375010186,1982-Sep-29 21:00,0.0440359173997501,0.0440335925743518,0.0440382423425011,9.4190488690801,9.41835861655892,< 00:01,19.4,444935 (2008 CQ1)
2014 LQ25,17,2445264.523206218,1982-Oct-22 00:33,0.0350385109346191,0.03503720828056,0.0350398418150411,24.3577646997052,24.3574292510113,00:02,20.2,       (2014 LQ25)
2010 OP1,28,2445289.728018850,1982-Nov-16 05:28,0.0309009586752332,0.0308876049475059,0.0309143128835046,14.8356033284099,14.8349788201861,00:01,19.3,       (2010 OP1)
2018 GE4,6,2445303.650054079,1982-Nov-30 03:36,0.0297123443162434,0.0296279048147221,0.0297969423403224,4.06824261664995,4.06587348662804,00:08,22.4,       (2018 GE4)
2019 QU2,4,2445311.442912435,1982-Dec-07 22:38,0.0413954430753395,0.0346143357163677,0.0485065729283815,13.4817438449466,13.4812308467446,1_17:39,22.2,       (2019 QU2)
2019 NV,11,2445317.195511499,1982-Dec-13 16:42,0.0463549269623441,0.0462578260410839,0.0464520396100489,12.4629465877038,12.4624510254878,00:11,19.2,       (2019 NV)
335758,67,2445344.463644905,1983-Jan-09 23:08,0.0473978925560885,0.0473972771190584,0.0473985084335733,6.35922394466178,6.35827404994436,< 00:01,19.6,335758 (2007 EM88)
137126,137,2445356.244923153,1983-Jan-21 17:53,0.0446214026530783,0.0446204051893691,0.0446224001167925,16.6156245841727,16.6152384383472,< 00:01,18.0,137126 (1999 CF9)
2007 TA25,25,2445359.250553698,1983-Jan-24 18:01,0.00571997217860647,0.00571653662452614,0.00572341848972337,11.9539954993588,11.9498078022749,00:03,19.8,       (2007 TA25)
2013 TW135,20,2445400.089371359,1983-Mar-06 14:09,0.053878528154305,0.0538398261189232,0.0539172357980693,15.9202685700464,15.9199348021004,00:02,20.4,       (2013 TW135)
2002 VR85,45,2445418.477495528,1983-Mar-24 23:28,0.0315662284771533,0.0315654846886902,0.0315669722699658,18.7472719501799,18.7467881667208,< 00:01,20.3,       (2002 VR85)
2014 KR76,12,2445420.762843491,1983-Mar-27 06:18,0.0537881495396723,0.0525145348759964,0.264197690109469,14.707059799194,14.7066978904565,8_10:33,20.8,       (2014 KR76)
2019 EH,9,2445423.500827844,1983-Mar-30 00:01,0.0533112134946082,0.0530853650162682,0.118973509219584,10.7959061457008,10.7954087081989,3_10:29,24.8,       (2019 EH)
1994 ES1,12,2445436.371123181,1983-Apr-11 20:54,0.0413208020712892,0.021102722769128,0.064981513774731,13.6100972348648,13.6095881568543,12:13,28.5,       (1994 ES1)
2007 PD8,12,2445436.862153006,1983-Apr-12 08:42,0.036323181610653,0.0362857853881753,0.0559294985009163,8.96432215587407,8.96344287799208,4_06:13,22.6,       (2007 PD8)
2004 MO3,28,2445449.369968039,1983-Apr-24 20:53,0.0253151315092637,0.0253135923036157,0.0253166714438782,9.4493026914712,9.44810580283521,< 00:01,22.2,       (2004 MO3)
2010 XM69,17,2445477.503266362,1983-May-23 00:05,0.0427907215894218,0.0427708275438677,0.0428106174999208,18.1194662343246,18.1190969884926,< 00:01,19.5,       (2010 XM69)
2013 JE29,10,2445486.211936020,1983-May-31 17:05,0.00296625075069156,0.00282861708974397,0.00311015913190285,10.3016244659579,10.2922512152228,00:08,23.5,       (2013 JE29)
523809,33,2445571.053647352,1983-Aug-24 13:17,0.0440991903778195,0.0440983812388808,0.0440999995193578,4.79655013869906,4.79519648408382,< 00:01,23.8,523809 (2007 TV18)
533990,21,2445581.228961702,1983-Sep-03 17:30,0.0476664233274168,0.047658769859273,0.0476740770172239,5.8779433625721,5.87692146827087,< 00:01,22.2,533990 (2014 QX266)
2020 SO1,9,2445586.093868429,1983-Sep-08 14:15,0.0215770933096082,0.0140148184128779,0.0311739241453448,4.83819391701786,4.83545074455685,07:29,27.081,       (2020 SO1)
312956,40,2445598.168404996,1983-Sep-20 16:03,0.0462071158264537,0.046203781159679,0.0462104505580969,11.6410220437907,11.640489793212,< 00:01,19.4,312956 (1997 CZ3)
2019 CD5,24,2445619.144154308,1983-Oct-11 15:28,0.0404248298970996,0.0398487174338536,0.0410054536030776,17.1264449891354,17.1260314696251,01:09,22.0,       (2019 CD5)
2013 VX4,11,2445724.936165242,1984-Jan-25 10:28,0.0468175196275744,0.0468173242663145,0.046817714989763,12.2115235814916,12.2110228131814,< 00:01,23.8,       (2013 VX4)
2018 FE5,8,2445734.321031554,1984-Feb-03 19:42,0.0253202375200604,0.0219703305446376,0.0387494392399097,15.2307036227924,15.2299612380652,1_14:37,20.6,       (2018 FE5)
456651,114,2445768.506748690,1984-Mar-09 00:10,0.0265754982667364,0.0265717422575956,0.0265792547645488,12.7628762031857,12.7620321096471,< 00:01,18.3,456651 (2007 RT19)
2007 VJ184,14,2445801.796340096,1984-Apr-11 07:07,0.048348805664532,0.0483424257280734,0.0483551905629074,14.7896208681042,14.7892204909634,< 00:01,21.2,       (2007 VJ184)
2014 JS54,12,2445820.253800811,1984-Apr-29 18:05,0.035957937019266,0.0359526856337959,0.0359631887249345,27.4739167714002,27.4736269749031,< 00:01,21.2,       (2014 JS54)
85774,161,2445847.907956318,1984-May-27 09:47,0.0503103577757605,0.0503102174256243,0.0503104981264257,10.5974982165272,10.5969612386027,< 00:01,19.1, 85774 (1998 UT18)
431776,30,2445910.684184479,1984-Jul-29 04:25,0.0421918362334384,0.0421870481709373,0.0421966242960379,7.49840575431822,7.49750078255069,< 00:01,17.9,431776 (2008 JQ24)
2007 CQ5,30,2445911.472197129,1984-Jul-29 23:20,0.0508093820707066,0.0495796629671064,0.053414701370356,9.46145252605422,9.46085697619334,08:36,22.1,       (2007 CQ5)
65733,161,2445934.489546296,1984-Aug-21 23:45,0.044700656312232,0.0447002530310798,0.044701059601632,12.2209619764682,12.2204378981336,< 00:01,18.3, 65733 (1993 PC)
2007 YJ1,10,2445944.842649633,1984-Sep-01 08:13,0.0147327826190105,0.0138603757301618,0.0260593256951231,3.30676100703647,3.30087927805461,7_22:44,25.3,       (2007 YJ1)
2011 UB,13,2445968.852298936,1984-Sep-25 08:27,0.0148097780048799,0.000216297593794048,0.0432333826395373,10.8064827215278,10.8046937261248,1_22:02,27.5,       (2011 UB)
2019 CE5,26,2446005.134515703,1984-Oct-31 15:14,0.0159261243661387,0.0119450151333831,0.0201880503296991,4.90156596306474,4.89789716509969,21:55,23.3,       (2019 CE5)
389694,134,2446045.499664295,1984-Dec-11 00:00,0.0328839776088247,0.0328809833670528,0.0328869719344225,15.5217134243655,15.5211525184385,< 00:01,18.1,389694 (2011 QD48)
2003 UO12,31,2446056.476637079,1984-Dec-21 23:26,0.0419414203329627,0.0419405801870043,0.0419422605029242,16.9808541588131,16.980452174911,< 00:01,23.9,       (2003 UO12)
2016 EJ85,12,2446062.961272318,1984-Dec-28 11:04,0.0189267427156424,0.0186918617101854,0.177158314827769,10.3081524291411,10.306684921432,1_19:40,25.8,       (2016 EJ85)
2018 DY3,10,2446063.277739077,1984-Dec-28 18:40,0.0153100025785384,0.0112304221219695,0.0562861839650361,6.14298711655864,6.13994231522013,4_06:56,25.7,       (2018 DY3)
2020 CK2,7,2446070.991426384,1985-Jan-05 11:48,0.0326639061267794,0.0144934115739348,0.217367547140658,9.51001339418643,9.50909171881001,3_18:30,29.259,       (2020 CK2)
2013 HG20,34,2446084.190991687,1985-Jan-18 16:35,0.0374651579612794,0.0371309678922038,0.0378092797664773,13.1791981036734,13.1786182756699,01:06,21.0,       (2013 HG20)
2020 GN2,6,2446086.625387866,1985-Jan-21 03:01,0.0356168113329703,0.0242196776385868,0.110730951292512,9.00673731932462,9.00584482559769,16:40,25.604,       (2020 GN2)
2015 WE2,33,2446130.857379660,1985-Mar-06 08:35,0.0299271332714299,0.0290343812877778,0.0320305298504159,15.174052094951,15.173421648041,07:38,22.4,       (2015 WE2)
523915,44,2446133.710435703,1985-Mar-09 05:03,0.0124949945344404,0.0124945575632046,0.0124954315117169,25.9244194033687,25.9235355738941,< 00:01,18.2,523915 (1997 VM4)
2019 UA6,3,2446167.787236434,1985-Apr-12 06:54,0.034826395262615,0.00759926095060661,0.200010666079327,6.60115093261854,6.59990550363044,8_05:02,20.9,       (2019 UA6)
2007 VK184,24,2446197.232404039,1985-May-11 17:35,0.0396416413476384,0.039593132952059,0.0396902648419929,12.7183069903479,12.7177391386214,00:06,22.0,       (2007 VK184)
2008 AS28,19,2446205.414612090,1985-May-19 21:57,0.0353545628044442,0.0353453183266089,0.0353638208934131,18.6154742138915,18.6150392114585,00:03,19.6,       (2008 AS28)
2009 FX4,11,2446223.523661257,1985-Jun-07 00:34,0.0426406460723984,0.0288622563858198,0.150575288922451,6.80676022997259,6.80577378371799,9_00:43,25.4,       (2009 FX4)
2000 XJ44,12,2446226.584231074,1985-Jun-10 02:01,0.0266948535889253,0.0266897165406568,0.0266999907581539,17.4193595681341,17.4187438894262,< 00:01,20.2,       (2000 XJ44)
2017 SS12,6,2446240.981047799,1985-Jun-24 11:33,0.0116185410462297,0.00886525388087666,0.0239233578154332,4.36547288764843,4.35982476219271,7_15:01,27.1,       (2017 SS12)
382406,32,2446277.265340013,1985-Jul-30 18:22,0.0377261643162471,0.0377244788961077,0.0377278497480138,17.4815465047641,17.4811124054724,< 00:01,20.5,382406 (1996 AJ1)
7753,171,2446282.080318657,1985-Aug-04 13:56,0.0299513468434344,0.0299510560936573,0.0299516375932284,9.24329402851658,9.24225986941665,< 00:01,18.6,  7753 (1988 XB)
2001 HK31,30,2446292.217907796,1985-Aug-14 17:14,0.0507241517241605,0.0236984497110609,0.160404667251472,13.5260262923201,13.5256090120358,9_19:22,21.0,       (2001 HK31)
2006 CU,21,2446385.883369531,1985-Nov-16 09:12,0.0223756754594959,0.0223742454794307,0.0223771054550784,10.3774551054154,10.3762221000384,00:01,22.0,       (2006 CU)
2006 DP11,19,2446409.727291992,1985-Dec-10 05:27,0.0536233887675128,0.0536224025106414,0.0536243753372328,18.4756616553825,18.4753726836733,00:01,19.5,       (2006 DP11)
2019 TM2,12,2446442.469137704,1986-Jan-11 23:16,0.0307975391019035,0.0283754478793172,0.0333075411195203,4.85087482843658,4.84895812062756,05:46,24.1,       (2019 TM2)
2017 WE16,9,2446459.887216012,1986-Jan-29 09:18,0.050890568061098,0.0473302621723505,0.0597809190075385,13.4768553285074,13.4764378952491,1_10:45,22.9,       (2017 WE16)
2008 VA4,8,2446503.866850102,1986-Mar-14 08:48,0.0158521919772175,0.0155835316641953,0.146681451709677,6.65524303271084,6.6525288347992,5_16:59,24.9,       (2008 VA4)
2004 VP,15,2446507.523712479,1986-Mar-18 00:34,0.00781504033080645,0.00141321512761371,0.0204727859774013,13.3314326650181,13.3286844993797,14:40,21.0,       (2004 VP)
1999 SF10,18,2446510.622683020,1986-Mar-21 02:57,0.0365277874064164,0.0365223569782838,0.0365332180496727,4.07960512761058,4.0776835099288,00:04,24.3,       (1999 SF10)
2016 GQ220,7,2446522.961894046,1986-Apr-02 11:05,0.0534945288819672,0.0532454526738978,0.191196268600351,12.848519444652,12.8481029103485,6_06:12,23.3,       (2016 GQ220)
440012,45,2446529.230323318,1986-Apr-08 17:32,0.0250708160151505,0.0250690823081852,0.0250725498040111,7.85647713129376,7.8550235141208,< 00:01,19.3,440012 (2002 LE27)
2018 VS9,13,2446541.630674673,1986-Apr-21 03:08,0.0382229364075421,0.0369132683634124,0.0417027519632082,5.1030459134481,5.10157795036797,1_06:23,24.6,       (2018 VS9)
2013 JL22,18,2446558.742059925,1986-May-08 05:49,0.028265303560278,0.0282640513622098,0.0282665560463962,15.3378220714334,15.3371616849327,< 00:01,21.3,       (2013 JL22)
2014 TW57,15,2446559.166120284,1986-May-08 15:59,0.048877599065368,0.0488160309599233,0.0489391693568452,23.3827780558792,23.3825275588723,00:04,19.6,       (2014 TW57)
4957,105,2446563.512326509,1986-May-13 00:18,0.049142953070174,0.0491419359777269,0.0491439703746721,15.4823615888238,15.4819853072014,< 00:01,14.9,  4957 Brucemurray (1990 XJ)
2020 HQ2,12,2446625.378356770,1986-Jul-13 21:05,0.0506454475889131,0.038855438118893,0.0971424820236963,9.77297164906464,9.77239321749657,5_09:23,22.523,       (2020 HQ2)
2008 JP24,9,2446637.357360709,1986-Jul-25 20:35,0.0446359915320821,0.0141458616316726,0.0900440742825375,8.53382613590097,8.53307451934914,15:48,26.7,       (2008 JP24)
2019 QU2,4,2446692.059039713,1986-Sep-18 13:25,0.0384834103855824,0.0307113817922854,0.0481606442185163,14.2723716344872,14.2718503864656,1_00:26,22.2,       (2019 QU2)
2015 CO3,18,2446695.775184719,1986-Sep-22 06:36,0.0538276272733346,0.0536513202888838,0.0540113129342423,13.9179402185117,13.9175580701995,00:15,21.3,       (2015 CO3)
2020 FK4,4,2446707.884503768,1986-Oct-04 09:14,0.0253151737388031,0.0247311016350133,0.0787909819498224,6.42580873440706,6.42404855487846,5_12:22,27.47,       (2020 FK4)
2015 HB10,53,2446712.828019422,1986-Oct-09 07:52,0.0411683380926744,0.041157394325312,0.0411792820337836,16.4228113400787,16.4223878912398,< 00:01,18.3,       (2015 HB10)
2007 FP3,6,2446734.649210379,1986-Oct-31 03:35,0.0452603696976588,0.0352382234288641,0.13523068397153,11.9681446154872,11.9676160840175,3_11:41,28.4,       (2007 FP3)
2020 FQ,2,2446753.551044732,1986-Nov-19 01:14,0.0319227091246826,0.031524739265238,0.277097877836764,8.71568536471678,8.71465632878209,6_23:09,27.284,       (2020 FQ)
2015 YQ1,8,2446753.896737306,1986-Nov-19 09:31,0.0435028890029572,0.0410419792825202,0.0462006393987237,6.55666131853919,6.55565753843881,2_19:54,28.0,       (2015 YQ1)
2019 WM,2,2446757.681212491,1986-Nov-23 04:21,0.0429449701268601,0.0352397878557519,0.129060722304371,10.6599553395968,10.6593299491596,1_05:27,26.5,       (2019 WM)
220124,87,2446758.001342156,1986-Nov-23 12:02,0.0369604976028639,0.0369596463512149,0.0369613488599923,24.3881940996017,24.3878764915071,< 00:01,18.5,220124 (2002 TE66)
2008 US5,11,2446775.553549140,1986-Dec-11 01:17,0.04059821278572,0.0242286853876612,0.156891593176837,15.1171488029199,15.1166823196378,6_13:18,21.3,       (2008 US5)
2010 VA76,16,2446776.236070700,1986-Dec-11 17:40,0.0428595184170449,0.0241407709929394,0.0767502091098293,10.9617293854944,10.9611200003043,3_01:04,24.0,       (2010 VA76)
2018 GT3,9,2446779.246168552,1986-Dec-14 17:54,0.0369015950563194,0.0355564617011621,0.2617909514582,17.9450139912915,17.9445816542181,9_01:39,22.1,       (2018 GT3)
2020 HV4,5,2446814.439541074,1987-Jan-18 22:33,0.0376961607591098,0.0236264483093733,0.0542412478137386,7.98058015615969,7.97962845522033,03:45,23.273,       (2020 HV4)
252558,71,2446843.954595367,1987-Feb-17 10:55,0.0528355901322304,0.0528349205847358,0.0528362596801275,5.71999195821197,5.71904458702425,< 00:01,20.2,252558 (2001 WT1)
2012 HB2,9,2446878.558520718,1987-Mar-24 01:24,0.0428941463527868,0.0168661494886003,0.32670530071074,8.36890637321979,8.36810881913652,4_18:04,25.8,       (2012 HB2)
2016 CW30,7,2446889.158379268,1987-Apr-03 15:48,0.0149827658587679,0.00436967780290468,0.184376350816955,13.1603852633705,13.1589332535629,6_20:48,26.7,       (2016 CW30)
2016 EF86,12,2446908.663495325,1987-Apr-23 03:55,0.0436484191536762,0.0394761160374831,0.0478224510529292,10.2221240046565,10.2214823369932,06:58,25.2,       (2016 EF86)
2009 DC12,12,2446930.803896169,1987-May-15 07:18,0.0536810066906421,0.0330670550649601,0.0761519081996882,4.65287683747597,4.65173048682705,4_17:15,22.9,       (2009 DC12)
2019 RX1,6,2447003.038757673,1987-Jul-26 12:56,0.0333235252736053,0.0295365337888091,0.0376471715724816,14.3582472804674,14.3576489200331,10:49,25.5,       (2019 RX1)
490354,35,2447070.619424792,1987-Oct-02 02:52,0.0384771758975562,0.0384751955146855,0.038479156533833,5.31345861571999,5.31205811629702,00:02,21.3,490354 (2009 FF19)
2007 WZ4,12,2447072.688015688,1987-Oct-04 04:31,0.0353732002335757,0.0347426889035419,0.175532789491987,4.72059414256085,4.71887934025358,9_12:26,24.3,       (2007 WZ4)
2017 RM122,1,2447113.521638638,1987-Nov-14 00:31,0.0181197869024708,0.0166758160165972,0.0205828255988452,1.15208279058308,1.13828601255885,3_06:37,23.859,       (2017 RM122)
2011 EO40,8,2447116.927353036,1987-Nov-17 10:15,0.0311269530974457,0.0296247497893931,0.0702852714883143,13.9992373547922,13.9985803396334,2_13:16,21.5,       (2011 EO40)
2015 RR83,8,2447118.691178738,1987-Nov-19 04:35,0.0259082272405921,0.0208016664383376,0.107549509024302,12.5163860195037,12.5155031330409,2_13:44,21.3,       (2015 RR83)
136773,73,2447140.599718600,1987-Dec-11 02:24,0.0375276442294425,0.0375261661186462,0.0375291227925241,9.48808932835068,9.48728525712319,< 00:01,18.5,136773 (1996 TR6)
2015 WK,18,2447141.846890069,1987-Dec-12 08:20,0.0406659165633354,0.00503558195159629,0.0831671422050785,11.6803479779877,11.6797452365554,2_08:13,25.0,       (2015 WK)
2018 VW6,25,2447165.726239865,1988-Jan-05 05:26,0.00233926199145273,0.000658881974105572,0.0132135019185483,16.3074510923686,16.2999445281337,18:26,22.1,       (2018 VW6)
215588,98,2447177.020454758,1988-Jan-16 12:29,0.0335143495827898,0.0335135503228218,0.033515148861477,15.5270003414885,15.5264501732395,< 00:01,19.4,215588 (2003 HF2)
2020 NA,50,2447180.978939944,1988-Jan-20 11:30,0.0531424310009095,0.0442961003803289,0.0620305566009461,9.12209496703501,9.1215043795508,1_02:01,21.535,       (2020 NA)
2008 TC3,18,2447187.886909044,1988-Jan-27 09:17,0.0288284371008565,0.027796760474867,0.0299532634828718,6.50274935149282,6.50122199969612,02:41,30.4,       (2008 TC3)
2017 WW1,3,2447222.580055209,1988-Mar-02 01:55,0.0539609196393587,0.00766443985839668,0.121290668214074,13.2384866972518,13.2380859273718,2_04:49,29.7,       (2017 WW1)
2001 XG1,23,2447226.812117989,1988-Mar-06 07:29,0.0236574186351873,0.0236512155822092,0.0236636217412083,17.1552510006459,17.15454557591,< 00:01,23.2,       (2001 XG1)
2017 CQ,8,2447227.858470106,1988-Mar-07 08:36,0.0471289364374869,0.033563120970426,0.0634096136795198,13.3831363451166,13.3826824369358,11:49,20.9,       (2017 CQ)
2015 NW9,31,2447236.994221726,1988-Mar-16 11:52,0.00492638117598765,0.00491697532212459,0.00493578869432827,13.8191712504187,13.8149653181873,< 00:01,20.6,       (2015 NW9)
2013 XW3,17,2447244.155092514,1988-Mar-23 15:43,0.0349104189009589,0.0343912379247725,0.035431802132928,10.4902704819389,10.4894887090178,00:52,20.6,       (2013 XW3)
2007 RR17,17,2447254.774233031,1988-Apr-03 06:35,0.0519753511963899,0.022931204375021,0.0879528485561901,11.0786078843085,11.0781106818029,3_06:19,23.6,       (2007 RR17)
2017 GJ4,2,2447255.061347967,1988-Apr-03 13:28,0.0368490382234389,0.0357073863400725,0.242194338474691,8.5002223778099,8.49930832120059,3_09:51,25.9,       (2017 GJ4)
2016 VL3,15,2447267.073943797,1988-Apr-15 13:46,0.0213943447908579,0.016477126462967,0.0263530425410799,2.83311619118463,2.82838897696081,5_18:58,24.3,       (2016 VL3)
2010 XC25,31,2447300.917885542,1988-May-19 10:02,0.0322390418763053,0.0321363844767924,0.0323417460915396,15.1569234874781,15.1563375903138,00:06,20.9,       (2010 XC25)
2014 OO6,19,2447320.248653424,1988-Jun-07 17:58,0.0399585768983156,0.0394558553046231,0.0455609374458185,16.6935603205218,16.6931311273676,19:18,23.1,       (2014 OO6)
2019 NP3,13,2447326.931159879,1988-Jun-14 10:21,0.0387031209283212,0.0378508216797811,0.0943543811711714,13.7929433955311,13.7924070907245,4_03:21,19.9,       (2019 NP3)
523609,33,2447354.262250972,1988-Jul-11 18:18,0.0506274258196186,0.0506258209970208,0.0506290307360454,17.5457705481457,17.5454482543956,< 00:01,19.4,523609 (2005 PJ2)
2020 CQ1,8,2447387.464454566,1988-Aug-13 23:09,0.0405772581228713,0.0182704255337417,0.0632547907076547,7.13168964227777,7.13070026671404,12:41,28.813,       (2020 CQ1)
2016 EO28,13,2447392.616774085,1988-Aug-19 02:48,0.0464424624547588,0.0424896209444791,0.136452533810085,8.25425714877523,8.25351030012303,1_12:44,29.2,       (2016 EO28)
2013 QY1,15,2447394.423949112,1988-Aug-20 22:10,0.0471532381248994,0.0471495805472999,0.0471569009206739,12.5524048495397,12.5519211495319,< 00:01,20.0,       (2013 QY1)
2008 AF3,14,2447406.053289701,1988-Sep-01 13:17,0.0280945612996409,0.0260255797444231,0.0302219337582816,5.54606273713879,5.54422505196533,07:19,26.1,       (2008 AF3)
2015 RE36,22,2447414.590374243,1988-Sep-10 02:10,0.05167591562542,0.0516666645187566,0.0516851684402903,10.1930957189252,10.1925521889714,< 00:01,21.9,       (2015 RE36)
2005 JT1,9,2447431.206797865,1988-Sep-26 16:58,0.0119820769833035,0.00080157670929348,0.279234247939581,7.16195389690268,7.15861699265001,3_08:41,25.7,       (2005 JT1)
2019 YE2,9,2447485.902798422,1988-Nov-20 09:40,0.0320268687067912,0.0268402439010229,0.106714497118633,15.3054026103978,15.3048185533948,5_17:58,24.5,       (2019 YE2)
2016 WJ1,63,2447492.944633815,1988-Nov-27 10:40,0.0421223994155065,0.0421219332471,0.042122865685406,14.7587635323106,14.7583030108365,< 00:01,21.3,       (2016 WJ1)
2016 GX220,5,2447522.313810734,1988-Dec-26 19:32,0.0446924168614484,0.0446216956409573,0.0682105849372514,8.20714822811652,8.20636767812896,07:26,28.8,       (2016 GX220)
2014 WP202,20,2447542.813159820,1989-Jan-16 07:31,0.0433182863010697,0.0433074864194447,0.043329087761562,17.9337111543517,17.9333426274371,00:01,19.0,       (2014 WP202)
2001 KU66,11,2447543.965852107,1989-Jan-17 11:11,0.0514419928461108,0.00621674183865786,0.142230633188208,8.58116936814019,8.5805207959232,1_22:32,24.1,       (2001 KU66)
2007 WX4,15,2447551.104183021,1989-Jan-24 14:30,0.0381118644149248,0.0381038735333624,0.0381198561874661,13.5052638471963,13.5047076204576,< 00:01,20.1,       (2007 WX4)
2014 KO2,5,2447600.731416949,1989-Mar-15 05:33,0.0311775665466604,0.01095538289888,0.105850066700664,6.74525639566495,6.74389492169936,06:03,28.2,       (2014 KO2)
2007 HB15,9,2447610.576987167,1989-Mar-25 01:51,0.0417185663038388,0.0343320325667946,0.0516165439464846,5.70262303400301,5.70141952878435,1_03:06,27.7,       (2007 HB15)
2013 QE16,12,2447656.616993152,1989-May-10 02:48,0.0400462184252602,0.0188348780997665,0.0613158967819067,4.63323445311667,4.63169121574707,19:30,26.5,       (2013 QE16)
513472,28,2447689.513650579,1989-Jun-12 00:20,0.0174938617719528,0.0174901282338003,0.0174975971652993,18.4828757146869,18.4819902701642,< 00:01,19.4,513472 (2009 CS5)
2020 RA1,8,2447734.161098902,1989-Jul-26 15:52,0.0261127153501871,0.0215882488798038,0.314024768588444,8.21556427865511,8.21422967585767,3_22:24,25.294,       (2020 RA1)
2011 EO51,14,2447799.193226402,1989-Sep-29 16:38,0.018354002252976,0.0183217391780448,0.0183862653281033,21.0799019502468,21.0791619796856,00:02,21.1,       (2011 EO51)
2009 HA21,26,2447842.346085073,1989-Nov-11 20:18,0.0407767596835049,0.0407657991502175,0.0407877205985743,19.0518960116897,19.0515274930385,00:01,20.8,       (2009 HA21)
2006 HT30,24,2447847.342312167,1989-Nov-16 20:13,0.0532648945588195,0.0532597830864901,0.0532700060614961,12.120736049166,12.1202925997718,< 00:01,20.2,       (2006 HT30)
2010 TU54,23,2447853.009543718,1989-Nov-22 12:14,0.0499171715479657,0.049910667885221,0.0499236767336362,14.3440905358838,14.3436906931086,< 00:01,21.5,       (2010 TU54)
2019 VV2,5,2447861.164440752,1989-Nov-30 15:57,0.0222765794799795,0.0214555037024163,0.0306020911852612,6.76655922819578,6.7646596780813,10:59,24.9,       (2019 VV2)
2018 OK,7,2447891.220149753,1989-Dec-30 17:17,0.0300819870607695,0.0289529983760161,0.0364737897494488,9.99327535934224,9.99232297442813,1_11:59,22.5,       (2018 OK)
2017 WW1,3,2447910.230530662,1990-Jan-18 17:32,0.0356793362904518,0.00731681030662691,0.0938777701552048,13.5389969698511,13.5384043005472,1_23:39,29.7,       (2017 WW1)
2000 KE41,11,2447921.101243025,1990-Jan-29 14:26,0.0438012157494992,0.0227478878576301,0.126587489590278,31.7142839117302,31.7140778171727,4_12:34,17.4,       (2000 KE41)
2007 WV3,22,2447955.196455249,1990-Mar-04 16:43,0.0533509752113524,0.0533482020137686,0.0533537501769995,11.2871413480762,11.2866659154217,< 00:01,19.9,       (2007 WV3)
152895,120,2447963.167910186,1990-Mar-12 16:02,0.0460211032955731,0.0460195583713603,0.0460226482894001,11.8766452769157,11.8761214775692,< 00:01,18.1,152895 (2000 CQ101)
2015 GZ12,10,2447994.867545406,1990-Apr-13 08:49,0.0398699881331409,0.0398688973286681,0.039871079025693,8.94029425108518,8.93949104354523,< 00:01,22.5,       (2015 GZ12)
483508,43,2448015.964598302,1990-May-04 11:09,0.0204237564046953,0.0204225999703302,0.0204249132308006,12.3653391617727,12.3642054975509,< 00:01,20.1,483508 (2003 CR1)
2014 YD42,18,2448020.268501699,1990-May-08 18:27,0.0147512624704396,0.014748354657939,0.0147541748440918,13.8160306377166,13.8146258335438,< 00:01,22.2,       (2014 YD42)
2019 DC1,3,2448059.049282958,1990-Jun-16 13:11,0.0533273039409091,0.0526043239388822,0.113856582298728,19.0654575739749,19.0651759870187,3_11:42,23.0,       (2019 DC1)
2006 SY217,28,2448113.704234540,1990-Aug-10 04:54,0.0501350458362863,0.0501334128690452,0.0501366788312451,10.5910108812209,10.5904716954642,< 00:01,21.6,       (2006 SY217)
2008 TE157,30,2448154.687623131,1990-Sep-20 04:30,0.048158435142361,0.0481550900872731,0.0481617802337589,16.6181998525658,16.6178421232622,< 00:01,20.7,       (2008 TE157)
2007 HD15,13,2448155.440178021,1990-Sep-20 22:34,0.020721867765946,0.00151387363719938,0.103222329369276,11.1863065603077,11.1850714249656,11:27,24.0,       (2007 HD15)
2013 PJ26,13,2448167.464807803,1990-Oct-02 23:09,0.00425955914325468,0.00387200088234028,0.0160836682836781,11.0488766001076,11.0427918462734,1_12:12,21.8,       (2013 PJ26)
2006 HY5,13,2448172.712383905,1990-Oct-08 05:06,0.0388471694648248,0.0388433586796548,0.0388509960186983,15.9914596310976,15.9909987754027,00:02,20.1,       (2006 HY5)
2020 UK5,2,2448179.839325292,1990-Oct-15 08:09,0.0131858625956748,0.000258712387064435,0.110036127194656,15.075095639862,15.073655322114,4_11:32,21.129,       (2020 UK5)
2015 KW120,18,2448221.257312989,1990-Nov-25 18:11,0.0196000411701838,0.0192951760305314,0.0200178410472384,10.4657677068864,10.4643719586992,01:48,26.0,       (2015 KW120)
8014,140,2448222.955290081,1990-Nov-27 10:56,0.0508827437572148,0.0508825738978334,0.05088291361738,9.77564754568277,9.77507196936629,< 00:01,18.7,  8014 (1990 MF)
2017 KV4,15,2448229.080550223,1990-Dec-03 13:56,0.0192884102447773,0.00434734406210364,0.0374662332281662,9.88166912344488,9.88016697637515,1_06:33,22.2,       (2017 KV4)
